мужские грезы салат,Ищу в Яндексе [ Открывается поиск по запросу <мужские грезы салат> ],салат мужские грезы	search.cook
привет алиса в каком году основан кембриджский университет	search.fact
таблица котировок норильск норильск никель за две тысячи семнадцатый год,Сейчас найдём [ Открывается поиск по запросу <таблица котировок норильск норильск никель за 2017 год> ],стоимость акции норильского никеля на январь две тысячи семнадцатого года	search.currency
алиса скажи мне погоду на сегодня в щекино тульской области,Сегодня в Щекино от +13 до +21, облачно с прояснениями.,спасибо а новости	search.news_and_weather.news
сколько лет алле пугачевой,69 лет,сколько лет филиппу киркорову	search.fact
автобус до новокузнецка последний	search.timetable.transport
алиса какие льготы по транспортному налогу для пенсионеров ветеран труда,Давайте поищем [ Открывается поиск по запросу <какие льготы по транспортному налогу для пенсионеров ветеран труда> ],освобождается ли от налога ветеран труда на транспортный налог	search.other
рецепт шарлотки с яблоками	search.cook
сколько лет алле пугачевой,69 лет,сколько лет филиппу киркорову	search.fact
алиса поздравление начальницы с днем рождения	search.other
почему голубцы называются голубцами,Одну секунду... [ Открывается поиск по запросу <почему голубцы называются голубцами> ],голубцы от чего произошло это название	search.other
дэнни эльфман,Дэнни Эльфман — Американский музыкант-инструменталист и композитор\, автор музыки ко многим голливудским фильмам. Бывший солист американской рок-группы Oingo Boingo. Четырёхкратный номинант на премию «Оскар». Также является обладателем премий «Грэмми» и «Эмми»\, шестикратным обладателем премии «Сатурн» и многократным номинантом на BAFTA и «Золотой глобус».,во сколько по времени будут драться конор против хабиба	search.timetable.other
экспресс москва киевская калуга,Я знаю\, что по адресу Москва\, площадь Киевского Вокзала 1 есть "Киевский вокзал". Работает круглосуточно.,расписание экспресса москва киевская калуга	search.timetable.transport
рецепт засолки грибов,Найдётся всё! [ Открывается поиск по запросу <рецепт засолки грибов> ],рецепт засолки грибов	search.cook
курс валюта,Я не совсем поняла. Скажите\, пожалуйста\, курс какой именно валюты вас интересует?,курс валюта кыргызстан	search.currency
чем можно очистить жвачку от брюк синего цвета	search.other
алиса когда играет соснович теннис,Ищу в Яндексе [ Открывается поиск по запросу <когда играет соснович теннис> ],когда играет следующую игру	search.timetable.other
ожидаются ли осадки в ближайшее время	search.news_and_weather.get_weather_nowcast
погода сегодня вечером томск	search.news_and_weather.weather
что с погодой на выходные алиса	search.news_and_weather.weather
ближайшее время осадки в казани	search.news_and_weather.get_weather_nowcast
какие осадки будут в борисоглебске	search.news_and_weather.get_weather_nowcast
алиса какую погоду обещают в понедельник	search.news_and_weather.weather
фамусов характеристика	search.other
алиса пирог на простокваше	search.cook
алиса,Хеллоу.,кто такой марсель	search.other
море флирта владивосток	search.other
горшки,Одну секунду... [ Открывается поиск по запросу <горшки> ],мясо в горшочках	search.cook
алиса подскажи мне уравнение колебаний в контуре,Открываю поиск [ Открывается поиск по запросу <уравнение колебаний в контуре> ],уравнение колебания заряда в контуре	search.other
как научить собаку мяукать,Найдётся всё! [ Открывается поиск по запросу <как научить собаку мяукать> ],как научить собаку мяукать	search.other
стихотворение пушкина во глубине сибирских руд,Ищу ответ [ Открывается поиск по запросу <стихотворение пушкина во глубине сибирских руд> ],стихотворение пушкина во глубине сибирских руд	search.other
что будет если растворить,Открываю поиск [ Открывается поиск по запросу <что будет если растворить> ],раствор кислоты и соли	search.other
погода на завтра в омске,Завтра в Омске -9\, небольшой снег.,на послезавтра	search.news_and_weather.weather
а скажи алиса мне,Что мне за это будет,алиса скажи а ночью дождь будет сильный	search.news_and_weather.get_weather_nowcast
быстрый монтаж	search.other
как себя мотивировать на тренировке,Сейчас найдём [ Открывается поиск по запросу <как себя мотивировать на тренировке> ],как познакомиться с девушкой в Инстаграме	search.other
как закачать музыку в электромобиль детский	search.other
привет алиса какая сегодня погода	search.news_and_weather.weather
морковные котлеты с капустой,Ищу ответ [ Открывается поиск по запросу <морковные котлеты с капустой> ],морковная запеканка	search.cook
какие бывают жерлицы на щуку	search.other
какая часть речи слово весь	search.other
